method_name,reference_id,query_id,beat_index,reference_beat_time_s,query_beat_time_s,estimated_reference_time_s,error_s,abs_error_s,piece,pair_id
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,10,3.416236,4.204082,3.37324446712018,-0.04299153287982005,0.04299153287982005,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,11,3.687982,4.467982,3.5294331065759637,-0.15854889342403622,0.15854889342403622,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,12,3.977982,4.797982,3.7616326530612243,-0.2163493469387756,0.2163493469387756,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,13,4.301497,5.157982,4.713650793650793,0.4121537936507931,0.4121537936507931,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,14,4.597982,5.437982,4.694943451247165,0.09696145124716526,0.09696145124716526,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,15,4.873288,5.777982,4.8956237233560085,0.022335723356008863,0.022335723356008863,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,16,5.137982,6.197959,5.129841086167801,-0.008140913832199281,0.008140913832199281,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,17,5.397982,6.618367,5.341269494331066,-0.05671250566893349,0.05671250566893349,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,18,5.677982,7.067982,5.795011900226756,0.11702990022675586,0.11702990022675586,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,19,5.929796,7.377982,5.938344811791383,0.00854881179138367,0.00854881179138367,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,20,6.237982,7.647982,6.161904902494331,-0.07607709750566904,0.07607709750566904,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,21,6.567982,7.957982,6.611224630385488,0.043242630385488035,0.043242630385488035,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,22,6.917982,8.327982,6.934784721088436,0.01680272108843539,0.01680272108843539,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,23,7.337982,8.757982,7.34156476643991,0.0035827664399095127,0.0035827664399095127,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,24,7.827982,9.247982,7.616145124716553,-0.2118368752834474,0.2118368752834474,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,25,8.317982,9.737982,8.103764172335602,-0.2142178276643989,0.2142178276643989,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,26,8.640726,10.017982,8.595851043083899,-0.04487495691610199,0.04487495691610199,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,27,8.927982,10.507982,9.000589990929704,0.07260799092970416,0.07260799092970416,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,28,9.166077,10.973469,9.278412310657597,0.11233531065759728,0.11233531065759728,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,29,9.477982,11.516327,9.334421768707482,-0.14356023129251838,0.14356023129251838,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,30,9.777982,12.107982,9.868480725623582,0.09049872562358274,0.09049872562358274,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,31,10.057982,12.507982,9.961360544217687,-0.09662145578231396,0.09662145578231396,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,32,10.337982,12.737982,10.303560512471657,-0.034421487528343064,0.034421487528343064,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,33,10.607982,13.057982,10.577211868480736,-0.030770131519263444,0.030770131519263444,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,34,10.877982,13.347982,10.899410993197279,0.02142899319727931,0.02142899319727931,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,35,11.187982,13.717982,11.019456063492061,-0.16852593650793857,0.16852593650793857,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,36,11.467755,14.081633,11.447437641723356,-0.02031735827664427,0.02031735827664427,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,37,11.781224,14.561224,11.842176870748299,0.06095287074829869,0.06095287074829869,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,38,12.047982,14.877551,12.167256235827665,0.11927423582766572,0.11927423582766572,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,39,12.327982,15.227982,12.371927578231293,0.04394557823129297,0.04394557823129297,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,40,12.576508,15.657982,12.561995464852608,-0.014512535147392924,0.014512535147392924,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,41,12.867982,16.269388,12.809614757369612,-0.058367242630387395,0.058367242630387395,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,42,13.127982,16.677982,12.979954648526077,-0.14802735147392276,0.14802735147392276,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,43,13.407982,16.993878,13.371565074829931,-0.03641692517006945,0.03641692517006945,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,44,13.737982,17.227982,13.79142871201814,0.053446712018139664,0.053446712018139664,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,45,14.057982,17.547982,14.094512471655328,0.03653047165532719,0.03653047165532719,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,46,14.417982,17.917982,14.434988802721087,0.017006802721086345,0.017006802721086345,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,47,14.886893,18.432653,14.839364038548712,-0.047528961451288154,0.047528961451288154,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,48,15.537982,18.971429,15.107491564625867,-0.4304904353741321,0.4304904353741321,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,49,16.140771,19.640816,16.300408163265306,0.1596371632653053,0.1596371632653053,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,50,16.587982,20.027982,16.382449120181406,-0.2055328798185947,0.2055328798185947,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,51,16.947982,20.367982,16.954648666666667,0.006666666666667709,0.006666666666667709,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,52,17.237982,20.655102,17.056009029478457,-0.18197297052154227,0.18197297052154227,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,53,17.517982,20.897982,17.043925854875297,-0.4740561451247025,0.4740561451247025,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,54,17.797982,21.197982,17.83410599546486,0.03612399546485889,0.03612399546485889,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,55,18.067982,21.447982,17.902585034013605,-0.16539696598639608,0.16539696598639608,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,56,18.327982,21.697982,18.354308530612244,0.02632653061224488,0.02632653061224488,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,57,18.617982,21.977982,18.32703257142859,-0.2909494285714125,0.2909494285714125,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,58,18.867982,22.197982,19.06328812244898,0.19530612244897938,0.19530612244897938,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,59,19.127982,22.427982,19.06358276643991,-0.06439923356008848,0.06439923356008848,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,60,19.407982,22.697982,19.42396839455782,0.015986394557820915,0.015986394557820915,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,61,19.667982,22.922449,19.601995485260773,-0.06598651473922601,0.06598651473922601,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,62,19.927982,23.157982,19.644081632653062,-0.2839003673469378,0.2839003673469378,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,63,20.197982,23.407982,19.696239061224507,-0.501742938775493,0.501742938775493,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,64,20.467982,23.627982,20.403764594104306,-0.06421740589569325,0.06421740589569325,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,65,20.737982,23.857982,20.688979591836734,-0.04900240816326473,0.04900240816326473,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,66,21.017982,24.137982,20.990839002267574,-0.02714299773242601,0.02714299773242601,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,67,21.297982,24.417982,20.990839002267574,-0.30714299773242715,0.30714299773242715,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,68,21.577982,24.657982,21.43201814058957,-0.1459638594104291,0.1459638594104291,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,69,21.887982,24.927982,21.829478739229025,-0.05850326077097634,0.05850326077097634,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,70,22.267982,25.257982,21.873197278911565,-0.39478472108843476,0.39478472108843476,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,71,22.657982,25.527982,22.64870762358277,-0.009274376417231167,0.009274376417231167,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,72,23.167982,25.947982,22.801995464852606,-0.36598653514739254,0.36598653514739254,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,73,23.527982,26.334694,21.849977324263037,-1.6780046757369647,1.6780046757369647,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,74,23.897982,26.597982,23.754013605442175,-0.14396839455782384,0.14396839455782384,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,75,24.221315,26.967982,24.2184126984127,-0.0029023015873015368,0.0029023015873015368,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,76,24.487982,27.207982,24.468027351473925,-0.01995464852607398,0.01995464852607398,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,77,24.757982,27.437982,24.473832199546486,-0.28414980045351257,0.28414980045351257,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,78,25.027982,27.777982,25.084467260770975,0.056485260770973156,0.056485260770973156,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
hmm_train70,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,79,25.287982,28.027982,25.170430839002268,-0.11755116099773133,0.11755116099773133,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
